Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2022-2023,Gavin Bayreuther,CBJ,D,150.0,156.0,,,152.0,217.0,105.0,214.0,80.0,108.0,138.0,104.0,,160.0,Third Pair,51,813.3,2,5,31,1994-05-12,USA,USA,73,196,-,-,-,-
2022-2023,Gustav Forsling,FLA,D,4.0,140.0,71.0,46.0,15.0,104.0,23.0,27.0,151.0,47.0,70.0,208.0,,39.0,First Pair,82,1921.7333333333,13,16,29,1996-06-12,SWE,SWE,72,186,2014,5,6,126
2022-2023,Gustav Lindstrom,DET,D,222.0,153.0,,167.0,216.0,158.0,232.0,208.0,81.0,155.0,220.0,124.0,,210.0,Third Pair,36,510.1,1,3,26,1998-10-20,SWE,SWE,74,186,2017,2,7,38
2022-2023,Hampus Lindholm,BOS,D,57.0,107.0,65.0,117.0,65.0,66.0,67.0,65.0,133.0,37.0,168.0,178.0,,45.0,First Pair,80,1854.95,10,24,31,1994-01-20,SWE,SWE,76,215,2012,1,6,6
2022-2023,Haydn Fleury,TBL,D,175.0,40.0,,174.0,199.0,24.0,51.0,193.0,99.0,229.0,5.0,78.0,,207.0,Fringe,29,370.98333333333,0,0,29,1996-07-08,CAN,CAN,76,208,2014,1,7,7
2022-2023,Henri Jokiharju,BUF,D,147.0,182.0,91.0,80.0,101.0,155.0,164.0,143.0,68.0,190.0,128.0,154.0,,147.0,Second Pair,60,1261.4666666667,3,3,26,1999-06-17,FIN,FIN,72,200,2017,1,29,29
2022-2023,Ian Cole,TBL,D,102.0,56.0,,44.0,51.0,21.0,152.0,195.0,134.0,153.0,226.0,92.0,,169.0,Second Pair,78,1512.1333333333,3,7,36,1989-02-21,USA,USA,73,225,2007,1,18,18
2022-2023,Ian Mitchell,CHI,D,229.0,229.0,,,227.0,232.0,228.0,116.0,50.0,212.0,139.0,216.0,,204.0,Third Pair,35,554.36666666667,1,2,26,1999-01-18,CAN,CAN,71,193,2017,2,26,57
2022-2023,Ilya Lyubushkin,BUF,D,213.0,44.0,,130.0,166.0,109.0,229.0,189.0,208.0,168.0,169.0,33.0,,187.0,Third Pair,68,1020.6,2,6,31,1994-04-06,RUS,RUS,74,200,-,-,-,-
2022-2023,Ivan Provorov,PHI,D,161.0,149.0,51.0,81.0,184.0,145.0,96.0,85.0,157.0,138.0,76.0,173.0,,46.0,First Pair,82,1887.8666666667,6,9,28,1997-01-13,RUS,RUS,73,201,2015,1,7,7
2022-2023,J.J. Moser,ARI,D,206.0,183.0,61.0,112.0,226.0,196.0,195.0,98.0,233.0,141.0,135.0,179.0,,93.0,Second Pair,82,1726.15,7,8,25,2000-06-06,CHE,CHE,73,173,2021,2,28,60
2022-2023,Jaccob Slavin,CAR,D,29.0,4.0,88.0,1.0,2.0,5.0,62.0,120.0,14.0,80.0,15.0,224.0,,57.0,Second Pair,76,1671.3666666667,7,10,31,1994-05-01,USA,USA,75,207,2012,4,29,120
2022-2023,Jack Johnson,"CHI, COL",D,231.0,184.0,,100.0,212.0,194.0,209.0,219.0,226.0,231.0,104.0,117.0,,206.0,Second Pair,83,1588.8833333333,2,1,38,1987-01-13,USA,USA,73,227,2005,1,3,3
2022-2023,Jacob Bryson,BUF,D,228.0,86.0,87.0,176.0,154.0,99.0,234.0,218.0,105.0,147.0,24.0,192.0,,216.0,Third Pair,59,860.58333333333,1,4,27,1997-11-18,CAN,CAN,69,176,2017,4,6,99
2022-2023,Jacob MacDonald,"COL, SJS",D,58.0,69.0,,,60.0,18.0,27.0,205.0,145.0,103.0,134.0,86.0,,190.0,Fringe,58,698.28333333333,1,3,32,1993-02-26,USA,,72,204,-,-,-,-
2022-2023,Jacob Trouba,NYR,D,40.0,43.0,42.0,15.0,127.0,130.0,16.0,54.0,177.0,68.0,112.0,32.0,,28.0,Second Pair,82,1738.05,8,12,31,1994-02-26,USA,USA,75,203,2012,1,9,9
2022-2023,Jake Christiansen,CBJ,D,226.0,165.0,,,201.0,188.0,136.0,233.0,85.0,135.0,18.0,163.0,,209.0,Third Pair,24,365.31666666667,0,2,25,1999-09-12,CAN,CAN,72,193,-,-,-,-
2022-2023,Jake McCabe,"CHI, TOR",D,172.0,110.0,,94.0,202.0,183.0,174.0,160.0,193.0,115.0,97.0,52.0,,82.0,Second Pair,76,1480.1,3,10,31,1993-10-12,USA,USA,73,204,2012,2,14,44
2022-2023,Jake Middleton,MIN,D,189.0,79.0,,109.0,160.0,149.0,203.0,191.0,215.0,191.0,195.0,108.0,,153.0,Second Pair,79,1504.1,3,6,29,1996-01-02,CAN,CAN,75,219,2014,7,30,210
2022-2023,Jake Sanderson,OTT,D,94.0,128.0,59.0,110.0,56.0,174.0,97.0,170.0,197.0,87.0,20.0,225.0,,58.0,Second Pair,77,1687.8666666667,4,11,23,2002-07-08,USA,USA,75,195,2020,1,5,5
2022-2023,Jake Walman,DET,D,72.0,45.0,,151.0,171.0,93.0,11.0,43.0,139.0,193.0,52.0,150.0,,76.0,Second Pair,63,1242.2666666667,9,5,29,1996-02-20,CAN,CAN,74,215,2014,3,22,82
2022-2023,Jakob Chychrun,"ARI, OTT",D,34.0,125.0,28.0,153.0,168.0,129.0,3.0,10.0,120.0,64.0,201.0,155.0,,9.0,First Pair,48,1089.7833333333,9,7,27,1998-03-31,USA,USA,74,220,2016,1,16,16
2022-2023,Jakub Zboril,BOS,D,188.0,88.0,,,172.0,72.0,218.0,194.0,31.0,165.0,73.0,70.0,,215.0,Third Pair,22,292.36666666667,1,1,28,1997-02-21,CZE,CZE,73,201,2015,1,13,13
2022-2023,Jalen Chatfield,CAR,D,140.0,90.0,,139.0,109.0,80.0,120.0,132.0,187.0,180.0,217.0,134.0,,222.0,Third Pair,78,1101.7333333333,6,5,29,1996-05-15,USA,USA,73,188,-,-,-,-
2022-2023,Jamie Oleksiak,SEA,D,127.0,28.0,,30.0,132.0,20.0,167.0,79.0,196.0,143.0,158.0,46.0,,111.0,Second Pair,75,1443.85,9,6,32,1992-12-21,CAN,CAN,79,257,2011,1,14,14
2022-2023,Jan Rutta,PIT,D,117.0,104.0,,43.0,92.0,71.0,112.0,149.0,143.0,207.0,190.0,109.0,,170.0,Third Pair,56,958.73333333333,3,0,34,1990-07-29,CZE,CZE,75,204,-,-,-,-
2022-2023,Jani Hakanpaa,DAL,D,194.0,91.0,,20.0,189.0,84.0,182.0,113.0,218.0,215.0,162.0,12.0,,164.0,Second Pair,82,1585.1333333333,6,5,33,1992-03-31,FIN,FIN,78,225,2010,4,14,104
2022-2023,Jared Spurgeon,MIN,D,35.0,5.0,46.0,37.0,89.0,11.0,66.0,26.0,107.0,53.0,38.0,205.0,,35.0,Second Pair,79,1723.15,11,11,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2022-2023,Jarred Tinordi,CHI,D,230.0,54.0,,96.0,234.0,111.0,165.0,209.0,219.0,219.0,34.0,13.0,,174.0,Third Pair,44,724.13333333333,2,2,33,1992-02-20,USA,USA,78,229,2010,1,22,22
2022-2023,Jaycob Megna,"SJS, SEA",D,110.0,210.0,,101.0,27.0,154.0,204.0,200.0,170.0,152.0,155.0,95.0,,220.0,Second Pair,54,1018.7666666667,1,6,32,1992-12-10,USA,USA,78,220,2012,7,29,210
2022-2023,Jeff Petry,PIT,D,48.0,126.0,40.0,69.0,45.0,112.0,54.0,55.0,163.0,70.0,120.0,43.0,,38.0,First Pair,61,1362.9333333333,5,8,37,1987-12-09,USA,USA,75,209,2006,2,15,45
2022-2023,Jeremy Lauzon,NSH,D,185.0,168.0,,71.0,197.0,121.0,135.0,163.0,189.0,209.0,199.0,7.0,,178.0,Third Pair,67,1128.4,3,2,28,1997-04-28,CAN,CAN,73,204,2015,2,22,52
2022-2023,Joel Edmundson,MTL,D,183.0,223.0,,138.0,162.0,226.0,161.0,104.0,198.0,187.0,160.0,45.0,,87.0,Second Pair,61,1193.5,2,4,32,1993-06-28,CAN,CAN,77,221,2011,2,16,46
2022-2023,Joel Hanley,DAL,D,215.0,1.0,,,203.0,1.0,223.0,211.0,64.0,169.0,137.0,69.0,,227.0,Fringe,26,302.56666666667,0,1,34,1991-06-08,CAN,CAN,71,190,-,-,-,-
2022-2023,John Carlson,WSH,D,14.0,100.0,22.0,65.0,54.0,153.0,7.0,7.0,7.0,19.0,41.0,184.0,,3.0,First Pair,40,935.58333333333,9,9,35,1990-01-10,USA,USA,75,215,2008,1,27,27
2022-2023,John Klingberg,"ANA, MIN",D,75.0,227.0,17.0,,113.0,225.0,49.0,36.0,27.0,20.0,98.0,189.0,,43.0,Second Pair,67,1381.8333333333,10,15,32,1992-08-14,SWE,SWE,75,190,2010,5,11,131
2022-2023,John Marino,NJD,D,141.0,98.0,82.0,68.0,70.0,35.0,201.0,164.0,169.0,86.0,21.0,200.0,,171.0,Second Pair,64,1348.5333333333,4,11,28,1997-05-21,USA,USA,73,181,2015,6,3,154
2022-2023,Johnathan Kovacevic,MTL,D,153.0,207.0,,111.0,174.0,181.0,134.0,176.0,184.0,163.0,113.0,126.0,,183.0,Third Pair,77,1341.3,3,6,27,1997-07-12,CAN,CAN,76,208,2017,3,12,74
2022-2023,Jon Merrill,MIN,D,201.0,20.0,,16.0,195.0,47.0,225.0,162.0,78.0,142.0,182.0,180.0,,172.0,Third Pair,73,1105.6166666667,2,5,33,1992-02-03,USA,USA,75,204,2010,2,8,38
2022-2023,Jonas Brodin,MIN,D,149.0,9.0,77.0,14.0,105.0,12.0,131.0,115.0,149.0,182.0,107.0,210.0,,65.0,First Pair,60,1371.85,3,2,31,1993-07-12,SWE,SWE,74,196,2011,1,10,10
2022-2023,Jonas Siegenthaler,NJD,D,124.0,139.0,,124.0,24.0,38.0,186.0,201.0,150.0,178.0,75.0,118.0,,203.0,Second Pair,80,1612.3166666667,4,7,28,1997-05-06,CHE,CHE,74,218,2015,2,27,57
2022-2023,Jordan Harris,MTL,D,170.0,154.0,,108.0,190.0,198.0,180.0,126.0,185.0,173.0,141.0,185.0,,148.0,Second Pair,65,1212.4,4,5,25,2000-07-07,USA,USA,71,189,2018,3,9,71
2022-2023,Jordan Oesterle,DET,D,203.0,121.0,97.0,171.0,220.0,139.0,139.0,158.0,51.0,157.0,82.0,170.0,,156.0,Third Pair,52,814.1,2,3,33,1992-06-25,USA,USA,72,187,-,-,-,-
2022-2023,Josh Brown,ARI,D,208.0,189.0,,77.0,223.0,204.0,183.0,183.0,175.0,208.0,173.0,14.0,,191.0,Third Pair,68,1071.85,4,2,31,1994-01-21,CAN,CAN,77,220,2013,6,1,152
2022-2023,Josh Mahura,FLA,D,76.0,130.0,,,64.0,144.0,123.0,70.0,58.0,140.0,91.0,59.0,,193.0,Third Pair,82,1151.2666666667,4,8,27,1998-05-05,CAN,CAN,72,185,2016,3,24,85
2022-2023,Josh Manson,COL,D,63.0,95.0,,150.0,192.0,138.0,107.0,80.0,178.0,48.0,225.0,21.0,,96.0,Third Pair,27,477.56666666667,2,6,33,1991-10-07,USA,CAN,75,218,2011,6,9,160
2022-2023,Josh Morrissey,WPG,D,31.0,151.0,21.0,159.0,61.0,151.0,40.0,20.0,33.0,14.0,74.0,132.0,,20.0,First Pair,78,1890.0333333333,16,35,30,1995-03-28,CAN,CAN,72,185,2013,1,13,13
2022-2023,Justin Barron,MTL,D,163.0,233.0,,,224.0,229.0,158.0,37.0,18.0,75.0,156.0,113.0,,145.0,Third Pair,39,635.83333333333,4,5,23,2001-11-15,CAN,CAN,74,201,2020,1,25,25
2022-2023,Justin Braun,PHI,D,202.0,66.0,,55.0,194.0,83.0,176.0,192.0,211.0,214.0,140.0,125.0,,188.0,Third Pair,51,764.11666666667,0,2,38,1987-02-10,USA,USA,74,205,2007,7,20,201
2022-2023,Justin Faulk,STL,D,51.0,192.0,48.0,53.0,182.0,207.0,35.0,22.0,39.0,63.0,129.0,112.0,,26.0,First Pair,82,1916.9333333333,11,20,33,1992-03-20,USA,USA,72,214,2010,2,7,37
2022-2023,Justin Holl,TOR,D,171.0,77.0,,22.0,46.0,68.0,230.0,196.0,173.0,196.0,115.0,76.0,,130.0,Second Pair,80,1619.3166666667,2,2,33,1992-01-30,USA,USA,75,197,2010,2,24,54
2022-2023,Justin Schultz,SEA,D,114.0,49.0,29.0,,165.0,52.0,88.0,69.0,12.0,27.0,191.0,217.0,,79.0,Third Pair,73,1298.6333333333,7,12,35,1990-07-06,CAN,CAN,74,190,2008,2,13,43
2022-2023,Juuso Valimaki,ARI,D,133.0,52.0,78.0,166.0,163.0,44.0,87.0,142.0,125.0,74.0,216.0,188.0,,110.0,Second Pair,78,1417.6666666667,4,11,26,1998-10-06,FIN,FIN,74,205,2017,1,16,16
2022-2023,K'Andre Miller,NYR,D,109.0,103.0,99.0,19.0,114.0,106.0,151.0,52.0,153.0,104.0,122.0,80.0,,78.0,Second Pair,79,1734.2166666667,9,14,25,2000-01-21,USA,USA,77,215,2018,1,22,22
2022-2023,Kaiden Guhle,MTL,D,145.0,214.0,,114.0,233.0,218.0,200.0,82.0,200.0,52.0,133.0,84.0,,101.0,Second Pair,44,902.7,4,9,23,2002-01-18,CAN,CAN,74,205,2020,1,16,16
2022-2023,Kale Clague,BUF,D,192.0,212.0,,,99.0,173.0,208.0,217.0,15.0,162.0,205.0,183.0,,213.0,Third Pair,33,498.43333333333,0,0,27,1998-06-05,CAN,CAN,72,190,2016,2,21,51
2022-2023,Kevin Bahl,NJD,D,73.0,187.0,,,1.0,94.0,212.0,125.0,29.0,197.0,229.0,51.0,,233.0,Third Pair,42,588.85,2,2,25,2000-06-27,CAN,CAN,78,230,-,-,-,-
2022-2023,Kevin Gravel,NSH,D,233.0,159.0,,,232.0,206.0,156.0,227.0,168.0,221.0,47.0,131.0,,217.0,Third Pair,23,328.18333333333,0,1,33,1992-03-06,USA,USA,76,205,2010,5,28,148
2022-2023,Kevin Shattenkirk,ANA,D,121.0,162.0,26.0,126.0,186.0,210.0,43.0,119.0,144.0,56.0,206.0,156.0,,56.0,Second Pair,75,1447.75,4,14,36,1989-01-29,USA,USA,72,212,2007,1,14,14
2022-2023,Kris Letang,PIT,D,25.0,132.0,16.0,145.0,31.0,134.0,22.0,32.0,17.0,18.0,100.0,75.0,,6.0,First Pair,64,1590.8833333333,12,10,38,1987-04-24,CAN,CAN,72,201,2005,3,1,62
2022-2023,Kurtis MacDermid,COL,D,111.0,163.0,,,181.0,191.0,101.0,93.0,113.0,102.0,234.0,3.0,,229.0,Fringe,44,366.61666666667,1,3,31,1994-03-25,CAN,CAN,77,233,-,-,-,-
2022-2023,Kyle Burroughs,VAN,D,207.0,41.0,,144.0,200.0,120.0,160.0,173.0,140.0,227.0,171.0,6.0,,184.0,Third Pair,48,833.43333333333,2,2,29,1995-07-12,CAN,CAN,72,193,2013,7,15,196
2022-2023,Luke Schenn,"TOR, VAN",D,84.0,120.0,,123.0,148.0,118.0,89.0,81.0,100.0,73.0,224.0,1.0,,137.0,Third Pair,70,1144.8333333333,4,11,35,1989-11-02,CAN,CAN,74,225,2008,1,5,5
2022-2023,MacKenzie Weegar,CGY,D,20.0,8.0,80.0,4.0,12.0,4.0,30.0,110.0,75.0,59.0,159.0,53.0,,36.0,Second Pair,81,1708.9833333333,4,9,31,1994-01-07,CAN,CAN,72,206,2013,7,25,206
2022-2023,Marc Staal,FLA,D,173.0,150.0,,47.0,111.0,147.0,214.0,157.0,122.0,179.0,84.0,83.0,,180.0,Second Pair,82,1491.8833333333,3,4,38,1987-01-13,CAN,CAN,76,208,2005,1,12,12
2022-2023,Marc-Edouard Vlasic,SJS,D,181.0,199.0,,61.0,120.0,143.0,194.0,204.0,220.0,172.0,45.0,195.0,,219.0,Third Pair,78,1362.7,1,5,38,1987-03-30,CAN,CAN,73,205,2005,2,5,35
2022-2023,Marcus Bjork,CBJ,D,187.0,224.0,58.0,,141.0,231.0,196.0,57.0,222.0,77.0,233.0,98.0,,122.0,Second Pair,33,599.03333333333,3,5,27,1997-11-24,SWE,SWE,76,211,-,-,-,-
2022-2023,Marcus Pettersson,PIT,D,59.0,34.0,,141.0,35.0,51.0,118.0,212.0,159.0,41.0,185.0,60.0,,114.0,Second Pair,68,1399.7,1,14,29,1996-05-08,SWE,SWE,75,177,2014,2,8,38
2022-2023,Mario Ferraro,SJS,D,204.0,219.0,95.0,91.0,76.0,213.0,231.0,182.0,162.0,226.0,43.0,72.0,,199.0,Second Pair,72,1555.4333333333,4,1,26,1998-09-17,CAN,CAN,72,209,2017,2,18,49
2022-2023,Mark Friedman,PIT,D,68.0,89.0,,,49.0,86.0,55.0,134.0,56.0,189.0,1.0,38.0,,189.0,Third Pair,23,332.35,1,1,29,1995-12-25,CAN,CAN,71,185,2014,3,26,86
2022-2023,Mark Giordano,TOR,D,62.0,14.0,73.0,6.0,62.0,34.0,48.0,77.0,156.0,76.0,187.0,167.0,,47.0,Second Pair,78,1478.1333333333,4,8,41,1983-10-03,CAN,CAN,72,205,-,-,-,-
2022-2023,Markus Niemelainen,EDM,D,210.0,232.0,,,115.0,199.0,138.0,232.0,42.0,234.0,27.0,4.0,,234.0,Fringe,23,230.95,0,0,27,1998-06-08,FIN,FIN,78,190,2016,3,2,63
2022-2023,Martin Fehervary,WSH,D,159.0,142.0,,97.0,169.0,166.0,154.0,59.0,161.0,192.0,65.0,18.0,,115.0,Second Pair,67,1340.0166666667,6,5,25,1999-10-06,SVK,SVK,74,199,2018,2,15,46
2022-2023,Mathew Dumba,MIN,D,123.0,42.0,74.0,28.0,156.0,45.0,94.0,92.0,146.0,95.0,172.0,105.0,,75.0,Second Pair,79,1680.9333333333,4,6,30,1994-07-25,CAN,CAN,72,181,2012,1,7,7
2022-2023,Matt Grzelcyk,BOS,D,49.0,22.0,76.0,,30.0,10.0,69.0,101.0,13.0,66.0,180.0,204.0,,84.0,Third Pair,75,1292.5,4,9,31,1994-01-05,USA,USA,70,176,2012,3,24,85
2022-2023,Matt Irwin,WSH,D,184.0,99.0,,164.0,214.0,190.0,82.0,213.0,216.0,211.0,189.0,23.0,,175.0,Third Pair,61,795.33333333333,2,1,37,1987-11-29,CAN,CAN,74,200,-,-,-,-
2022-2023,Matt Roy,LAK,D,43.0,179.0,,83.0,22.0,92.0,46.0,96.0,108.0,90.0,109.0,97.0,,112.0,Second Pair,82,1539.6166666667,9,7,30,1995-03-01,USA,USA,73,205,2015,7,13,194
2022-2023,Matthew Benning,SJS,D,178.0,176.0,84.0,88.0,151.0,102.0,217.0,223.0,234.0,96.0,22.0,116.0,,201.0,Second Pair,77,1522.95,1,13,31,1994-05-25,CAN,CAN,73,203,2012,6,24,175
